date,symbol,price,ratio,to_buy,SMA_10d,SMA_50,other_expense
2023-08-09,KSS,24.99,0.1689689468449552,0,28.0,26.0,-3040000.0
2023-08-09,WBA,26.74,0.1905715620596369,0,30.0,34.0,-4000000.0
2023-07-10,WBA,27.23,0.1940234734708333,0,29.0,35.0,-4000000.0
2023-05-24,HBI,4.09,0.2299694544929535,1,4.0,7.0,-1570730.0
2023-05-24,GPS,7.23,0.1798213370901639,1,8.0,11.0,-700000.0
2023-05-24,WBA,28.14,0.2002580876091723,0,31.0,36.0,-4000000.0
2023-05-24,KR,48.08,0.2403488513267412,1,49.0,47.0,-5350000.0
2023-08-29,WBA,23.76,0.166343051777277,0,26.0,34.0,-4000000.0
2023-08-29,KSS,23.89,0.1615537628467234,0,27.0,26.0,-3040000.0
2022-12-05,CAH,76.46,0.1144032295423712,1,79.0,62.0,-1470000.0
2023-04-19,WBA,31.36,0.2265342381106682,0,36.0,37.0,-4000000.0
2023-08-23,KSS,24.29,0.1642888716985302,0,27.0,26.0,-3040000.0
2023-08-23,WBA,24.69,0.1728560921757609,0,28.0,34.0,-4000000.0
2022-11-16,KR,45.89,0.2483630192620097,0,47.0,49.0,-5710000.0
2022-11-08,WBA,33.63,0.2491823395100336,0,37.0,43.0,-4000000.0
2021-04-05,MCK,190.39,0.1276007941971556,1,193.0,164.0,-2050000.0
2023-03-28,GPS,8.51,0.2095543032786885,1,9.0,11.0,-700000.0
2023-03-28,WBA,30.45,0.2199652004852942,0,33.0,38.0,-4000000.0
2021-06-09,KR,35.67,0.2155268758773717,1,38.0,34.0,-5440000.0
2021-06-09,MCK,186.82,0.1249387561495709,1,193.0,173.0,-2050000.0
2023-07-13,WBA,27.18,0.1936978214509091,0,29.0,35.0,-4000000.0
2022-12-27,WBA,34.04,0.2490238050383186,0,39.0,41.0,-4000000.0
2022-12-27,CAH,76.14,0.1139282287151318,1,79.0,63.0,-1470000.0
2022-08-30,GPS,8.78,0.2117306538692261,1,10.0,15.0,-1620000.0
2021-06-22,KR,37.11,0.2242538000573593,1,39.0,35.0,-5440000.0
2022-03-15,CAH,50.59,0.0912846916604602,1,53.0,54.0,-1800000.0
2021-07-29,KR,37.94,0.2292647436187716,1,40.0,35.0,-5440000.0
2022-11-21,KR,46.17,0.2498688790902761,0,48.0,49.0,-5710000.0
2022-11-21,CAH,74.76,0.1118698917970947,1,77.0,60.0,-1470000.0
2023-08-07,KSS,25.95,0.1754724278925848,0,28.0,26.0,-3040000.0
2023-08-07,WBA,27.31,0.1946096471066969,0,30.0,34.0,-4000000.0
2023-05-11,HBI,4.12,0.2316562720075718,1,5.0,8.0,-1570730.0
2023-05-11,WBA,28.06,0.2027296067157487,0,32.0,37.0,-4000000.0
2023-05-11,KR,47.44,0.2377458214733775,1,49.0,47.0,-5350000.0
2023-07-28,WBA,27.24,0.1940886038748182,0,30.0,35.0,-4000000.0
2023-07-28,CAH,89.84,0.111381214661014,1,93.0,79.0,-840000.0
2023-01-19,WBA,31.46,0.2301731385047813,0,36.0,40.0,-4000000.0
2023-01-19,KR,42.22,0.228475284288698,1,46.0,49.0,-5710000.0
2022-06-03,GPS,9.67,0.2386490701859628,1,11.0,20.0,-1620000.0
2021-11-03,CAH,46.83,0.0865504994860494,1,49.0,55.0,-1800000.0
2021-04-05,MCK,190.39,0.1276007941971556,1,193.0,164.0,-2050000.0
2023-06-22,WBA,29.15,0.2077008583076494,0,32.0,36.0,-4000000.0
2022-08-11,GPS,9.42,0.2272765446910618,1,10.0,16.0,-1620000.0
2022-08-11,CAH,63.03,0.0986400185301611,1,61.0,54.0,-1470000.0
2023-04-17,WBA,32.36,0.233753675493395,0,36.0,37.0,-4000000.0
2021-05-21,MCK,198.28,0.1328920865725271,1,199.0,170.0,-2050000.0
2022-01-18,CAH,49.33,0.0890165387432524,1,53.0,54.0,-1800000.0
2021-02-02,KR,30.52,0.1878609488445108,1,35.0,33.0,-5440000.0
2021-04-21,KR,35.15,0.2151603797717701,1,38.0,34.0,-5440000.0
2022-08-17,KSS,28.14,0.2061493336077805,0,32.0,49.0,-2600000.0
2022-08-05,KSS,25.32,0.1855040395204034,1,29.0,50.0,-2600000.0
2023-01-26,WBA,32.43,0.237258389034159,0,36.0,40.0,-4000000.0
2021-10-19,MCK,199.09,0.1289212183286599,1,201.0,190.0,-2050000.0
2021-09-28,CAH,47.1,0.09039244892809,1,52.0,55.0,-1800000.0
2023-03-15,WBA,30.2,0.2181440811436064,0,34.0,38.0,-4000000.0
2023-03-15,CAH,67.6,0.0985733981888973,1,72.0,68.0,-1470000.0
2023-08-17,KSS,24.42,0.1651397944524257,0,28.0,26.0,-3040000.0
2023-08-17,WBA,24.82,0.1768941772228209,0,29.0,34.0,-4000000.0
2023-08-17,CAH,84.64,0.1049429941603774,1,91.0,80.0,-840000.0
2023-06-28,PSX,89.57,0.2496948644037884,1,94.0,97.0,-5600000.0
2022-07-20,KR,44.79,0.2450916686006033,1,48.0,48.0,-5710000.0
2023-04-14,WBA,31.8,0.2297211969586219,0,36.0,38.0,-4000000.0
2021-07-19,CAH,51.56,0.0989600349609459,1,57.0,55.0,-1800000.0
2021-07-19,MCK,184.73,0.1218812314211595,1,189.0,178.0,-2050000.0
2023-04-21,KSS,20.3,0.1407669355729915,1,23.0,30.0,-3040000.0
2023-04-21,WBA,31.75,0.2293959970761776,0,36.0,37.0,-4000000.0
2021-03-12,KR,32.88,0.2012552642304035,1,34.0,33.0,-5440000.0
2021-06-15,KR,35.28,0.2132184636673761,1,38.0,35.0,-5440000.0
2023-02-06,KSS,29.49,0.2090230964747486,0,33.0,37.0,-3040000.0
2023-02-06,WBA,32.24,0.2358283384701174,0,37.0,40.0,-4000000.0
2022-06-10,MCK,309.54,0.1711721509588356,1,320.0,250.0,-1680000.0
2023-06-01,WBA,27.71,0.1974753848820298,0,31.0,36.0,-4000000.0
2023-06-01,MPC,103.26,0.2487858193437135,1,109.0,111.0,-9980000.0
2021-06-16,KR,34.99,0.2114167760947335,1,38.0,35.0,-5440000.0
2022-06-27,GPS,8.28,0.2043047390521895,1,9.0,18.0,-1620000.0
2022-06-27,KSS,31.23,0.246249163793547,0,40.0,52.0,-2600000.0
2022-01-10,CAH,47.87,0.0863760025112792,1,52.0,54.0,-1800000.0
2022-12-16,KR,42.52,0.2301369227198886,1,46.0,49.0,-5710000.0
2021-11-10,KR,39.76,0.2349507917100635,1,42.0,38.0,-5440000.0
2021-11-10,CAH,46.74,0.0863787723045295,1,49.0,55.0,-1800000.0
2021-11-10,MCK,215.85,0.1397712443499504,1,217.0,193.0,-2050000.0
2022-07-28,CAH,56.23,0.0879988528947861,1,57.0,53.0,-1470000.0
2023-08-16,KSS,24.5,0.165686816222787,0,28.0,26.0,-3040000.0
2023-08-16,WBA,25.77,0.1836026088332592,0,29.0,34.0,-4000000.0
2023-05-03,WBA,28.77,0.2078677648583679,0,35.0,37.0,-4000000.0
2021-03-16,KR,33.21,0.2032984648824888,1,35.0,33.0,-5440000.0
2022-07-22,GPS,8.55,0.2073869226154769,1,9.0,17.0,-1620000.0
2022-10-12,KSS,22.26,0.1603653578963618,1,27.0,45.0,-2600000.0
2021-04-12,MCK,187.55,0.1256993384488809,1,193.0,165.0,-2050000.0
2022-08-18,GPS,9.87,0.2380053988602279,1,10.0,16.0,-1620000.0
2022-08-18,WBA,33.58,0.2487732570617845,0,40.0,46.0,-9050000.0
2021-10-01,CAH,46.47,0.0858807634781217,1,51.0,55.0,-1800000.0
2022-09-07,KSS,24.96,0.1797962229197756,1,29.0,47.0,-2600000.0
2021-12-21,CAH,46.2,0.0853827546517138,1,49.0,54.0,-1800000.0
2023-08-14,KSS,24.97,0.1688473864515416,0,28.0,26.0,-3040000.0
2023-08-14,WBA,26.57,0.189334084383925,0,30.0,34.0,-4000000.0
2023-08-14,KR,47.39,0.2354991973451685,1,49.0,47.0,-5350000.0
2023-08-14,CAH,91.11,0.1129604008215475,1,92.0,80.0,-840000.0
2021-09-23,KR,37.62,0.2250113963984362,1,41.0,37.0,-5440000.0
2021-09-23,CAH,47.27,0.0907280863190678,1,52.0,55.0,-1800000.0
2021-02-18,KR,31.37,0.1920608612960195,1,34.0,33.0,-5440000.0
2023-03-08,WBA,31.04,0.2242578389260227,0,35.0,39.0,-4000000.0
2023-05-25,WBA,27.39,0.1949248095370865,0,31.0,36.0,-4000000.0
2023-09-18,WBA,20.65,0.1376893321158174,0,22.0,33.0,-5800000.0
2023-09-18,CAH,86.39,0.1071052644417233,1,88.0,82.0,-840000.0
2022-03-30,CAH,54.06,0.097547501954243,1,57.0,54.0,-1800000.0
2022-01-25,KR,42.42,0.2493897266373832,1,48.0,40.0,-5440000.0
2023-05-10,WBA,28.44,0.2054612857282804,0,33.0,37.0,-4000000.0
2023-09-01,WBA,21.8,0.1453835534688419,0,26.0,34.0,-5800000.0
2023-09-01,KSS,23.76,0.1606420598961211,0,26.0,26.0,-3040000.0
2023-09-01,KR,44.87,0.2229870900659661,1,47.0,47.0,-5350000.0
2021-07-21,KR,37.37,0.2258302766834216,1,39.0,35.0,-5440000.0
2022-06-07,GPS,9.43,0.2327048590281943,1,11.0,20.0,-1620000.0
2022-06-07,MCK,317.75,0.1757117583325125,1,326.0,250.0,-1680000.0
2023-04-12,KSS,20.25,0.1404022543927506,1,23.0,31.0,-3040000.0
2023-04-12,WBA,32.13,0.2321276760811737,0,35.0,38.0,-4000000.0
2022-11-30,KSS,27.04,0.181588020377708,0,32.0,42.0,-2600000.0
2023-08-30,WBA,23.82,0.1667338342011861,0,26.0,34.0,-4000000.0
2023-08-30,KSS,24.12,0.1631340479611006,0,27.0,26.0,-3040000.0
2023-08-30,KR,45.4,0.2256059032227603,1,47.0,47.0,-5350000.0
2023-04-24,WBA,31.96,0.2308919165354212,0,36.0,37.0,-4000000.0
2023-04-24,VLO,114.57,0.2435608873871064,1,128.0,123.0,-4570000.0
2023-06-14,GPS,9.08,0.2258990778688524,1,9.0,11.0,-700000.0
2023-06-14,WBA,28.8,0.2052259029562255,0,31.0,36.0,-4000000.0
2023-06-14,VLO,107.75,0.2269784503041676,1,111.0,122.0,-4570000.0
2023-02-27,WBA,31.86,0.2300431339155859,0,36.0,39.0,-4000000.0
2021-06-16,KR,34.99,0.2114167760947335,1,38.0,35.0,-5440000.0
2023-06-05,GPS,8.14,0.2025057633196721,1,8.0,11.0,-700000.0
2023-06-05,WBA,28.56,0.2035325124526197,0,31.0,36.0,-4000000.0
2023-05-19,WBA,28.59,0.203445046457126,0,31.0,37.0,-4000000.0
2023-05-19,KR,48.16,0.2400671801858921,1,49.0,47.0,-5350000.0
2021-04-16,MCK,188.99,0.1266631798109374,1,192.0,165.0,-2050000.0
2023-02-09,WBA,31.82,0.2327732304469379,0,37.0,40.0,-4000000.0
2023-02-03,KSS,29.81,0.2112719637529008,0,33.0,37.0,-3040000.0
2023-02-03,WBA,32.96,0.2410935246377248,0,37.0,40.0,-4000000.0
2022-06-27,KSS,31.23,0.246249163793547,0,40.0,52.0,-2600000.0
2023-01-13,WBA,32.68,0.2390784533883936,0,37.0,40.0,-4000000.0
2023-05-22,KSS,17.1,0.1185821637750027,1,20.0,28.0,-3040000.0
2023-05-22,WBA,28.51,0.2028596866687264,0,31.0,36.0,-4000000.0
2022-09-21,KR,43.2,0.2350699118124855,1,48.0,48.0,-5710000.0
2022-09-21,CAH,64.48,0.1009117280478254,1,68.0,56.0,-1470000.0
2023-02-13,KSS,28.26,0.2003315283456735,0,33.0,36.0,-3040000.0
2023-02-13,WBA,32.97,0.2412235292344559,0,37.0,39.0,-4000000.0
2022-08-16,KSS,29.09,0.2130715792723717,0,32.0,49.0,-2600000.0
2021-04-16,MCK,188.99,0.1266631798109374,1,192.0,165.0,-2050000.0
2022-11-25,KSS,26.92,0.1807389492101065,0,31.0,42.0,-2600000.0
2023-07-28,KSS,25.37,0.1715824953033484,0,26.0,26.0,-3040000.0
2023-05-17,WBA,28.85,0.2083880846702787,0,32.0,37.0,-4000000.0
2023-05-17,CAH,84.36,0.121252550654622,1,84.0,72.0,-1470000.0
2023-05-16,WBA,28.22,0.203900326292548,0,32.0,37.0,-4000000.0
2023-03-09,KSS,22.5,0.1594872361586915,1,28.0,34.0,-3040000.0
2023-03-09,WBA,29.97,0.2165180817313851,0,35.0,39.0,-4000000.0
2023-03-09,KR,45.6,0.2285087482631628,1,45.0,48.0,-5350000.0
2022-07-08,WBA,32.59,0.2442844090665539,0,39.0,47.0,-9050000.0
2021-10-11,CAH,45.27,0.0836654828365145,1,50.0,55.0,-1800000.0
2023-07-12,GPS,9.18,0.2244813012295081,1,9.0,11.0,-700000.0
2022-11-21,KR,46.17,0.2498688790902761,0,48.0,49.0,-5710000.0
2023-08-21,WBA,24.6,0.1722047881359125,0,28.0,34.0,-4000000.0
2023-08-21,KSS,25.8,0.1744391645485689,0,28.0,26.0,-3040000.0
2023-07-31,KSS,25.57,0.1729196596308984,0,27.0,26.0,-3040000.0
2023-07-31,WBA,27.39,0.1951958207425604,0,30.0,35.0,-4000000.0
2023-05-02,WBA,30.16,0.217883921237651,0,35.0,37.0,-4000000.0
2023-05-02,KR,47.71,0.239099947389011,1,48.0,47.0,-5350000.0
2023-04-10,WBA,32.5,0.2347943151247522,0,35.0,38.0,-4000000.0
2023-04-04,WBA,32.28,0.233168315712531,0,34.0,38.0,-4000000.0
2023-04-04,CAH,74.71,0.1073847104110828,1,73.0,69.0,-1470000.0
2022-02-22,MCK,264.91,0.1662138791409909,1,273.0,214.0,-2050000.0
2023-08-17,GPS,9.8,0.2409029200819672,1,10.0,11.0,-700000.0
2023-08-17,KSS,24.42,0.1651397944524257,0,28.0,26.0,-3040000.0
2023-08-17,CAH,84.64,0.1049429941603774,1,91.0,80.0,-840000.0
2022-10-27,CAH,72.47,0.1084441282551867,1,72.0,58.0,-1470000.0
2021-04-14,MCK,186.48,0.1249780966133284,1,192.0,165.0,-2050000.0
2022-10-25,CAH,70.92,0.1061123060123755,1,71.0,58.0,-1470000.0
2022-09-16,KSS,24.23,0.174513456491535,1,29.0,47.0,-2600000.0
2022-09-16,WBA,30.1,0.2230211223559376,1,35.0,45.0,-4000000.0
2022-11-30,KSS,27.04,0.181588020377708,0,32.0,42.0,-2600000.0
2022-11-30,MCK,378.14,0.2022875370312843,1,375.0,323.0,-1680000.0
2021-06-04,KR,35.97,0.2173848661866594,1,37.0,34.0,-5440000.0
2021-12-16,MCK,228.92,0.1479230820894269,1,228.0,198.0,-2050000.0
2023-04-28,WBA,31.74,0.2292659171231999,0,35.0,37.0,-4000000.0
2023-04-19,WBA,31.36,0.2265342381106682,0,36.0,37.0,-4000000.0
2022-10-04,KSS,23.22,0.167287603560953,1,26.0,46.0,-2600000.0
2021-05-14,KR,34.66,0.2111307340488158,1,37.0,34.0,-5440000.0
2023-01-23,KSS,28.02,0.1849277003036072,0,29.0,38.0,-2600000.0
2023-01-23,KR,42.89,0.2321101183569273,1,45.0,49.0,-5710000.0
2023-01-23,CAH,73.08,0.1065643095860494,1,77.0,65.0,-1470000.0
2023-07-21,CAH,91.31,0.1132033525385527,1,93.0,78.0,-840000.0
2021-05-06,KR,34.94,0.2139117571585986,1,37.0,34.0,-5440000.0
2022-03-28,CAH,54.22,0.0978352526974708,1,57.0,54.0,-1800000.0
2022-03-28,MCK,304.32,0.1906145709152576,1,300.0,224.0,-2050000.0
2023-02-17,WBA,33.1,0.2389484487916625,0,37.0,39.0,-4000000.0
2023-02-17,CAH,76.27,0.1112233215313854,1,79.0,67.0,-1470000.0
2022-07-12,WBA,32.95,0.2470167513225517,0,39.0,47.0,-9050000.0
2022-07-12,KR,45.17,0.2471687166395915,1,48.0,47.0,-5710000.0
2023-07-27,KSS,24.75,0.1673886617305779,0,26.0,26.0,-3040000.0
2023-07-27,CAH,90.56,0.1122801360139331,1,93.0,79.0,-840000.0
2023-09-14,WBA,20.92,0.1394887871096699,0,23.0,33.0,-5800000.0
2022-06-28,KSS,30.52,0.2406288272526115,0,40.0,52.0,-2600000.0
2022-06-28,CAH,50.92,0.0904359654576006,1,52.0,53.0,-1800000.0
2023-06-26,WBA,28.87,0.2057469461881042,0,32.0,36.0,-4000000.0
2023-06-26,KR,45.26,0.2262363582403647,1,46.0,47.0,-5350000.0
2022-07-27,KSS,22.42,0.1767791900375649,1,29.0,50.0,-2600000.0
2023-03-07,WBA,30.74,0.2220464797329374,0,36.0,39.0,-4000000.0
2022-08-10,KR,44.4,0.2429626943606405,1,47.0,48.0,-5710000.0
2023-04-26,KSS,18.88,0.1308597635097801,1,23.0,30.0,-3040000.0
2023-04-26,WBA,31.34,0.2264041581576905,0,35.0,37.0,-4000000.0
2021-11-11,KR,39.58,0.2338443599148666,1,42.0,38.0,-5440000.0
2021-09-13,KR,40.15,0.2401316246282962,1,46.0,36.0,-5440000.0
2021-09-13,CAH,48.73,0.0935368413277773,1,53.0,55.0,-1800000.0
2021-03-12,KR,32.88,0.2012552642304035,1,34.0,33.0,-5440000.0
2023-04-20,WBA,31.84,0.2300463968335305,0,36.0,37.0,-4000000.0
2023-07-06,WBA,26.61,0.1895946059998643,0,30.0,35.0,-4000000.0
2023-04-26,WBA,31.34,0.2264041581576905,0,35.0,37.0,-4000000.0
2023-04-26,VLO,111.36,0.2367411825402675,1,124.0,123.0,-4570000.0
2023-03-07,WBA,30.74,0.2220464797329374,0,36.0,39.0,-4000000.0
2023-01-20,WBA,31.88,0.2332282465354965,0,36.0,40.0,-4000000.0
2021-04-21,KR,35.15,0.2151603797717701,1,38.0,34.0,-5440000.0
2023-01-17,WBA,32.28,0.2361533499619451,0,37.0,40.0,-4000000.0
2023-03-23,KSS,18.99,0.1316499060669687,1,23.0,33.0,-3040000.0
2023-03-23,WBA,29.11,0.2102742439884554,0,33.0,38.0,-4000000.0
2023-03-23,CAH,66.81,0.0974298225295876,1,70.0,68.0,-1470000.0
2023-01-18,WBA,31.64,0.2314731844796274,0,36.0,40.0,-4000000.0
2022-01-20,MCK,248.01,0.155610793021811,1,252.0,205.0,-2050000.0
2023-05-30,HBI,4.14,0.2327808170173173,1,4.0,7.0,-1570730.0
2023-05-30,WBA,27.36,0.1946646496311311,0,31.0,36.0,-4000000.0
2023-05-30,CAH,79.26,0.1139264087885907,1,85.0,73.0,-1470000.0
2023-08-24,KSS,23.06,0.1559619847496961,0,27.0,26.0,-3040000.0
2023-08-24,WBA,23.56,0.1649101828896106,0,27.0,34.0,-4000000.0
2023-06-08,GPS,9.0,0.223772412909836,1,9.0,11.0,-700000.0
2023-06-08,WBA,29.11,0.20744033669171,0,31.0,36.0,-4000000.0
2021-10-06,MCK,194.79,0.1261339389156606,1,201.0,188.0,-2050000.0
2022-05-12,CAH,52.02,0.0923851612942936,1,58.0,54.0,-1800000.0
2023-03-01,KSS,23.59,0.1672063211404575,1,30.0,35.0,-3040000.0
2023-03-01,WBA,31.69,0.2289407172407556,0,36.0,39.0,-4000000.0
2022-12-28,WBA,33.39,0.2442786372576354,0,39.0,41.0,-4000000.0
2023-05-09,KSS,17.56,0.1217427340037573,1,21.0,29.0,-3040000.0
2023-05-09,WBA,28.31,0.2044856860809477,0,33.0,37.0,-4000000.0
2021-06-23,MCK,185.13,0.1238109961885252,1,191.0,174.0,-2050000.0
2023-06-01,WBA,27.71,0.1974753848820298,0,31.0,36.0,-4000000.0
2023-07-07,WBA,26.6,0.1895294755958795,0,29.0,35.0,-4000000.0
2023-07-07,CAH,92.07,0.1141508642348728,1,94.0,77.0,-840000.0
2023-04-17,GPS,9.07,0.2199282786244877,1,10.0,11.0,-700000.0
2023-04-17,WBA,32.36,0.233753675493395,0,36.0,37.0,-4000000.0
2022-08-29,WBA,31.58,0.2339405419405474,1,38.0,45.0,-9050000.0
2023-01-13,WBA,32.68,0.2390784533883936,0,37.0,40.0,-4000000.0
2023-01-13,KR,43.39,0.234810280807612,1,45.0,49.0,-5710000.0
2023-01-13,CAH,74.42,0.108526741890297,1,77.0,64.0,-1470000.0
2023-05-09,WBA,28.31,0.2044856860809477,0,33.0,37.0,-4000000.0
2021-11-26,KR,40.59,0.2386573382239732,1,42.0,38.0,-5440000.0
2021-11-26,MCK,217.78,0.141024883724835,1,223.0,195.0,-2050000.0
2022-12-01,KSS,26.81,0.1800030875315185,0,32.0,42.0,-2600000.0
2022-12-01,CAH,76.25,0.1140865623242116,1,78.0,61.0,-1470000.0
2022-08-18,WBA,33.58,0.2487732570617845,0,40.0,46.0,-9050000.0
2023-03-28,KSS,19.09,0.1323184882307437,1,22.0,32.0,-3040000.0
2023-03-28,WBA,30.45,0.2199652004852942,0,33.0,38.0,-4000000.0
2023-04-18,GPS,9.14,0.2217725409195696,1,10.0,11.0,-700000.0
2023-04-18,WBA,32.03,0.231412236347332,0,36.0,37.0,-4000000.0
2023-08-02,KSS,25.52,0.1725549784506575,0,27.0,26.0,-3040000.0
2023-05-17,WBA,28.85,0.2083880846702787,0,32.0,37.0,-4000000.0
2023-05-17,CAH,84.36,0.121252550654622,1,84.0,72.0,-1470000.0
2023-05-17,VLO,107.02,0.2275264623007886,1,109.0,122.0,-4570000.0
2023-01-03,GPS,10.61,0.2487570485902819,1,12.0,12.0,-1620000.0
2023-01-03,WBA,33.05,0.2417435476138444,0,38.0,41.0,-4000000.0
2022-08-24,KSS,24.32,0.1781567436834251,1,32.0,48.0,-2600000.0
2022-08-24,WBA,32.29,0.2392100591582458,0,39.0,45.0,-9050000.0
2021-07-30,MCK,199.84,0.1318493334116896,1,200.0,178.0,-2050000.0
2021-05-12,MCK,192.8,0.1292137532112094,1,193.0,169.0,-2050000.0
2022-04-22,MCK,313.88,0.1738161581415788,1,325.0,232.0,-1680000.0
2023-06-08,WBA,29.11,0.20744033669171,0,31.0,36.0,-4000000.0
2022-08-23,WBA,32.88,0.2435687956138828,0,40.0,45.0,-9050000.0
2023-08-15,KSS,24.62,0.1664769587799756,0,28.0,26.0,-3040000.0
2022-11-07,CAH,77.9,0.1165623242116409,1,76.0,59.0,-1470000.0
2023-07-28,KSS,25.37,0.1715824953033484,0,26.0,26.0,-3040000.0
2023-04-17,WBA,32.36,0.233753675493395,0,36.0,37.0,-4000000.0
2023-03-17,WBA,29.63,0.2140465626172731,0,34.0,38.0,-4000000.0
2023-05-24,KSS,18.17,0.1259365675765278,1,20.0,28.0,-3040000.0
2023-05-24,WBA,28.14,0.2002580876091723,0,31.0,36.0,-4000000.0
2022-02-01,MCK,253.01,0.1587497019661836,1,252.0,208.0,-2050000.0
2023-05-02,KSS,18.24,0.1264835893468891,1,22.0,29.0,-3040000.0
2022-05-23,CAH,53.89,0.0957122369465799,1,56.0,54.0,-1800000.0
2023-09-18,KR,45.42,0.2257028963023917,1,46.0,47.0,-5350000.0
2022-07-21,KSS,25.61,0.2019399989708228,1,29.0,51.0,-2600000.0
2021-07-23,CAH,54.49,0.1045775449783648,1,58.0,55.0,-1800000.0
2022-08-25,WBA,32.32,0.2394052264600895,0,39.0,45.0,-9050000.0
2022-08-25,CAH,65.99,0.1032731103096081,1,69.0,55.0,-1470000.0
2023-08-07,WBA,27.31,0.1946096471066969,0,30.0,34.0,-4000000.0
2023-06-07,WBA,29.18,0.2079613799235887,0,31.0,36.0,-4000000.0
2023-06-07,VLO,109.38,0.2304085994682027,1,111.0,122.0,-4570000.0
2022-07-05,KR,44.82,0.2452474471962752,1,48.0,47.0,-5710000.0
2023-04-10,WBA,32.5,0.2347943151247522,0,35.0,38.0,-4000000.0
2022-07-11,GPS,7.95,0.1928566286742651,1,9.0,17.0,-1620000.0
2022-07-11,WBA,32.49,0.2435037398516327,0,39.0,47.0,-9050000.0
2021-09-28,MCK,199.09,0.131047227865742,1,204.0,188.0,-2050000.0
2021-11-29,KR,39.85,0.2342869326329454,1,42.0,38.0,-5440000.0
2023-07-12,WBA,27.71,0.1974753848820298,0,29.0,35.0,-4000000.0
2023-08-07,KSS,25.95,0.1754724278925848,0,28.0,26.0,-3040000.0
2022-10-13,GPS,9.09,0.2154529094181163,1,9.0,13.0,-1620000.0
2022-10-13,KSS,22.79,0.1641908094478464,1,27.0,45.0,-2600000.0
2022-08-23,WBA,32.88,0.2435687956138828,0,40.0,45.0,-9050000.0
2022-07-19,GPS,8.49,0.2058458308338332,1,9.0,17.0,-1620000.0
2022-07-19,CAH,53.17,0.0832163065418086,1,54.0,53.0,-1470000.0
2022-09-12,KSS,26.06,0.1876900118355375,1,29.0,47.0,-2600000.0
2022-09-12,WBA,32.17,0.2383794488444119,0,36.0,45.0,-4000000.0
2023-04-03,WBA,31.92,0.2306317566294658,0,34.0,38.0,-4000000.0
2023-08-18,CAH,84.11,0.1042870245244634,1,91.0,80.0,-840000.0
2022-09-22,KSS,22.7,0.1635228734626665,1,29.0,46.0,-2600000.0
2022-09-22,KR,43.41,0.2362642144349037,1,48.0,48.0,-5710000.0
2023-01-04,KR,43.15,0.2335121257832443,1,45.0,49.0,-5710000.0
2022-09-26,KSS,21.53,0.1550825914681212,1,28.0,46.0,-2600000.0
2023-05-18,VLO,106.5,0.226410141566931,1,110.0,122.0,-4570000.0
2022-05-18,WMT,39.49,0.1949461025152159,1,48.0,48.0,-18360000.0
2022-11-25,KSS,26.92,0.1807389492101065,0,31.0,42.0,-2600000.0
2022-08-16,KSS,29.09,0.2130715792723717,0,32.0,49.0,-2600000.0
2022-11-10,KR,45.91,0.2498169528893014,0,47.0,49.0,-5710000.0
2023-07-27,KSS,24.75,0.1673886617305779,0,26.0,26.0,-3040000.0
2022-05-17,WMT,42.36,0.2091335547198273,1,49.0,48.0,-18360000.0
2023-05-03,KSS,17.7,0.1227152171510664,1,22.0,29.0,-3040000.0
2023-03-30,KR,47.35,0.2372622050749369,1,48.0,48.0,-5350000.0
2022-12-29,KR,42.81,0.2316947087491297,1,45.0,49.0,-5710000.0
2023-07-24,KSS,23.75,0.1605812796994143,0,25.0,26.0,-3040000.0
2023-07-24,KR,47.29,0.2363721350618516,1,47.0,47.0,-5350000.0
2023-02-06,KSS,29.49,0.2090230964747486,0,33.0,37.0,-3040000.0
2023-01-31,KSS,27.76,0.1967454966847165,0,31.0,37.0,-3040000.0
2021-10-04,KR,37.1,0.2219313499071684,1,40.0,37.0,-5440000.0
2021-12-08,KR,40.28,0.2368317257618983,1,43.0,39.0,-5440000.0
2022-09-22,KSS,22.7,0.1635228734626665,1,29.0,46.0,-2600000.0
2021-05-21,KR,34.09,0.2076686440550046,1,37.0,34.0,-5440000.0
2022-05-23,KSS,31.32,0.2499089178202027,1,45.0,53.0,-2600000.0
2021-10-26,KR,37.41,0.223779377801929,1,39.0,37.0,-5440000.0
2023-06-08,VLO,108.34,0.2282165514817187,1,110.0,122.0,-4570000.0
2023-06-09,KSS,19.83,0.1340811139352414,1,20.0,27.0,-3040000.0
2023-05-24,VLO,110.6,0.2329862855263829,1,112.0,122.0,-4570000.0
2022-11-10,KSS,24.76,0.1662481346163742,1,28.0,43.0,-2600000.0
2023-08-01,KSS,25.83,0.1746822853353961,0,27.0,26.0,-3040000.0
2023-08-01,KR,47.09,0.2354022042655371,1,48.0,47.0,-5350000.0
2023-09-07,KSS,21.84,0.1448999889490551,1,26.0,26.0,-3040000.0
2023-01-31,KSS,27.76,0.1967454966847165,0,31.0,37.0,-3040000.0
2021-07-15,KR,36.19,0.2186798291294963,1,38.0,35.0,-5440000.0
2022-07-13,WMT,40.44,0.1996274840507443,1,41.0,47.0,-18360000.0
2023-07-24,VLO,121.13,0.2487359326012144,1,118.0,123.0,-4570000.0
2023-02-01,KR,43.35,0.2184978888154433,1,45.0,49.0,-5350000.0
2023-02-03,KSS,29.81,0.2112719637529008,0,33.0,37.0,-3040000.0
2022-09-13,KSS,24.26,0.1747563423043276,1,29.0,47.0,-2600000.0
